treatment company,azimuth,md (ft),tvd (ft),date on production,operator,footage lateral length,well spacing,porpoise deviation,porpoise count,shale footage,acoustic impedance,log permeability,porosity,poisson ratio,water saturation,toc,vcl,p-velocity,s-velocity,youngs modulus,isip,breakdown pressure,pump rate,total number of stages,proppant volume,proppant fluid ratio,production
treatment company 8,-36.52,15158,8210,1/1/2014,operator 6,6096,903.41296,21.67,9,0,32065.05,1.25,0.08,0.21,,3.24,0.46,11648.04,6815.93,27.87,5516,,87,18,9761571,1.41,2857.533448
treatment company 11,-11.94,10048,6449,3/1/2015,operator 14,3234,1846.7551,5.85,16,7410,35450.63,1,0.05,0.28,,5.08,0.45,12344.08,6769,27.89,4797,6090,80,18,6844940,1.06,2590.897119
treatment company 12,-36.09,17078,7976,8/1/2018,operator 4,8719,4410.0122,10.01,8,0,35169.83,0.22,0.04,0.34,,4.39,0.66,13286.14,6828.81,30.54,,,99,45,20180070,1.02,4039.573173
treatment company 30,-33.389999,10420,5861,7/1/2014,operator 19,4175,,16.68,4,3852,31034.33,0.31,0.02,0.33,,4.66,0.61,13182.77,7015.94,31.11,4369,,85,18,4895214,0.79,685.4714473
treatment company 1,-63.830002,13750,8013,7/1/2013,operator 33,5032,1836.0643,7.69,4,4426,34617.29,0.9,0.04,0.33,0.82,4.65,0.95,12945.13,7418.88,33.1,6473,,77,18,4922615,1,690.9260269
treatment company 10,-71.540001,11325,6268,1/1/2015,operator 11,4026,3121.3806,399.47,1,0,34781.88,0.5,0.02,0.33,,4.74,0.6,13275.54,7042.77,31.13,4500,,70,20,9776239,1.21,553.1681726
treatment company 4,-37.77,13155,6847,2/1/2015,operator 1,5879,876.29999,21.11,13,8291,29039.78,1.15,0.05,0.29,,4.95,0.44,12464.76,6763.17,28.32,5012,,100,15,14313192,1.71,2789.994136
treatment company 9,-31.870001,10703,,1/1/2011,operator 35,4635,4296.4941,18.44,3,1630,31610.52,0.26,,0.33,0.81,4.68,0.62,13263.35,6960.29,30.94,4731,8600,88,14,6523988,1.08,1100.273545
treatment company 1,-38.5,16185,7593,4/1/2018,operator 1,7606,4653.5913,21,3,0,35273.5,0.99,0.05,0.22,0.98,4.76,0.53,12272.58,7105.49,30.37,5715,,81,49,15413881,1.14,2857.257377
treatment company 1,-46.220001,15011,7955,7/1/2011,operator 20,6586,4812.146,15.05,10,3785,33256.24,0.96,0.06,0.29,,5.74,0.45,11667.79,7044.29,31.66,5769,,83,16,7783590,1.4,952.0824585
treatment company 2,-35.459999,10700,5353,1/1/2012,operator 2,4883,3267.4644,32.06,2,0,30134.82,0.44,0.02,0.33,,4.63,0.58,13191.99,6968.56,30.95,4145,,108,13,5301080,1.46,1178.869602
treatment company 5,-20.26,12339,6088,2/1/2018,operator 11,6001,,10.02,11,0,34726.54,0.41,0.02,0.33,0.83,4.65,0.58,13162.77,7036.43,31.16,3943,,70,26,7816926,0.93,962.313461
treatment company 10,-10.08,15165,7786,10/1/2015,operator 4,7129,3279.9202,9.87,10,0,28546.23,0.26,0.01,0.34,,4.66,0.54,13349.76,6910.02,30.78,5319,,91,41,8009910,1.02,1865.330493
treatment company 23,-36.27,10270,5677,7/1/2012,operator 25,4249,2701.5557,29.32,27,12351,34736.92,0.57,0.02,0.33,0.87,4.63,0.35,13484.98,6906.2,30.74,4336,,90,17,18686880,5.41,1299.88432
treatment company 9,-35.639999,19558,6250,1/1/2019,operator 5,12474,4585.3594,28.16,8,4899,34691.7,0.59,0.02,0.33,,4.91,0.43,13593.34,6961.68,30.84,3622,,76,63,25211920,1.17,3445.758535
treatment company 8,-22.870001,13850,8144,8/1/2011,operator 2,5469,4030.6963,2.56,7,6740,34811.95,0.34,0.02,0.33,,4.65,0.59,13166.69,7032.5,31.15,6280,,67,16,,1.03,1411.494605
treatment company 1,-45.060001,10974,5979,10/1/2015,operator 1,4654,1467.052,2.12,10,0,28944.14,0.55,0.02,0.21,,4.84,0.41,12984.72,6795.27,26.65,3402,,99,11,9104106,1.57,870.24507
treatment company 12,-59.009998,14444,7374,1/1/2013,operator 7,4819,5071.3447,1.5,8,3808,34726.5,1.58,0.12,0.2,,5.21,0.79,12083.11,7125.29,29.55,5340,,86,18,5928000,0.93,2155.542416
treatment company 10,-20.299999,10084,6285,7/1/2012,operator 11,3160,4438.7192,23,5,3967,31848.05,0.28,0.02,0.33,,4.67,0.63,13193.99,6985.6,31.03,4432,,67,15,4290988,0.88,495.0441482
treatment company 1,-62.650002,11104,7823,7/1/2012,operator 4,2509,989.78345,5.51,2,2701,29138.12,0.22,0.02,0.34,0.87,4.59,0.54,13353.22,6890.24,30.72,5163,7591,92,17,3550570,0.93,1736.408121
treatment company 3,-22.879999,15327,6673,1/1/2015,operator 5,8315,1896.6587,4.35,21,0,31408.7,1.37,0.06,0.34,,3.9,2,12231.54,6456.83,29.72,5109,,64,42,9492143,0.89,1632.129517
treatment company 2,-44.490002,16260,9006,7/1/2012,operator 20,7040,2244.8572,6.06,17,0,34604.57,0.28,0.03,0.25,,4.56,0.65,11858.53,7098.86,31.08,6377,7171,77,13,4543244,0.79,1894.064163
treatment company 1,-43.43,12344,7068,3/1/2017,operator 1,5142,2831.2424,18.64,14,4948,33879.19,0.42,0.02,0.33,,4.66,0.59,13161.9,7014.34,31.1,5110,7030,98,26,10459852,1.35,2701.368379
treatment company 4,,14107,7670,1/1/2016,operator 4,5649,1437.0085,5.45,7,5189,34732.74,0.65,0.04,0.32,0.81,4.89,0.61,12587.12,7240.44,32.08,5838,,100,38,9319198,0.97,2642.705762
treatment company 2,-19.99,12378,5605,9/1/2011,operator 2,6029,724.45148,3.12,9,10459,35185.42,1.15,0.07,0.21,,6.81,0.36,12090.58,6944.86,27.54,4452,,109,16,6664189,1.44,1121.376582
treatment company 12,-44.990002,12945,5717,7/1/2014,operator 22,7085,2346.0239,0.06,7,4735,33820.19,0.25,0.02,0.34,,4.76,0.53,13275.97,6918.17,30.79,4297,,92,47,,1.14,1125.139199
treatment company 3,-23.26,14564,7552,11/1/2018,operator 8,6301,3215.5059,20.57,3,2188,30751.89,0.63,0.01,0.34,,4.82,0.36,13497.29,6916.56,30.77,4983,8881,83,28,17111724,1.48,2665.360719
treatment company 4,-31.74,15998,6135,4/1/2017,operator 7,9416,817.40167,8.93,2,2753,34304.54,0.31,0.02,0.33,,4.67,0.62,13196.83,6994.84,31.06,4271,,97,41,10978054,1.29,1172.315251
treatment company 3,-43.41,13968,6630,7/1/2015,operator 1,6872,1171.9139,7.37,4,6740,29882.34,0.37,0.02,0.33,0.81,4.84,0.59,13370.49,7092.08,31.2,,6337,51,36,,1.35,630.5747357
treatment company 3,-58.16,16280,8123,9/1/2017,operator 4,7907,4641.4995,8.37,8,0,35033.39,0.47,0.02,0.34,0.81,4.64,0.57,13179.22,7054.25,31.2,6022,,89,47,14319067,0.95,2540.518884
treatment company 10,-21.49,10514,6169,1/1/2014,operator 11,3743,1302.5747,11.52,17,7067,33982.73,0.4,0.02,0.33,0.87,4.7,0.58,13221.09,7017.72,31.1,4480,,70,19,9420941,1.24,529.9087056
treatment company 5,-26.969999,21348,6589,5/1/2018,operator 5,14254,578.01929,27.87,3,0,35167.84,0.26,,0.34,,4.68,0.61,13239.24,6958.72,,4381,,77,71,29145500,1.16,4651.35361
treatment company 10,-32.259998,13350,6428,9/1/2012,operator 11,6274,5157.2417,2.8,11,0,34850.7,0.37,0.02,0.33,0.68,4.8,0.54,13246.46,7154.39,31.37,3859,,67,21,6276445,0.99,539.9838815
treatment company 4,-35.709999,13573,6413,9/1/2016,operator 29,6644,1752.0541,0.63,30,16149,35165.63,0.82,0,0.32,,4.81,0.43,12764.71,7491.53,32.68,4855,,101,44,13295180,0.98,1358.099085
treatment company 2,-22.49,13275,8303,7/1/2014,operator 7,4152,2856.2649,0.1,30,16286,35351.96,0.59,,0.24,0.99,4.41,0.5,11792.5,7096.21,30.78,6121,6625,96,29,8788514,1.09,2123.747318
treatment company 9,-19.58,15278,6546,7/1/2018,operator 5,8370,2528.7708,4.19,10,4749,34912.88,1.26,,0.34,0.58,3.68,1.72,12462.48,6575.98,29.97,3790,,76,42,690295,0.05,2355.901192
treatment company 9,-45.419998,13880,8711,6/1/2015,operator 11,4142,837.46594,2.18,6,4683,34589.38,0.33,0.02,0.26,,4.36,0.67,11859.68,7094.99,31.28,6341,,74,22,2517120,1.03,1811.522825
treatment company 9,-59.939999,12694,5982,6/1/2018,operator 22,6191,3829.7637,4.7,7,5352,33425.91,0.3,0.02,0.3,,4.69,0.6,13237.71,6976.92,30.99,4282,5622,96,34,12682196,1.09,1681.758217
treatment company 3,-18.26,16388,6316,9/1/2016,operator 5,9733,,36.56,11,6395,34776.92,0.29,0.01,0.33,0.87,4.69,0.6,13275.93,6959.58,30.94,,,76,48,14643080,0.84,1720.951539
treatment company 1,-28.040001,15020,7960,2/1/2012,operator 20,6622,1839.7035,254.38,1,6436,35460.36,0.62,0.01,0.34,,4.91,0.44,13478.62,6953.4,30.86,5566,,95,17,6055476,1.04,1094.785773
treatment company 10,-36.619999,14027,7449,7/1/2013,operator 6,5786,2711.4844,1.5,5,0,34781.88,0.32,0.03,0.22,,4.3,0.64,11289.4,6797.46,27.6,4928,9079,91,12,7362001,1.35,4234.124493
treatment company 5,-48.040001,22584,6822,11/1/2017,operator 11,15512,2677.3252,697.36,1,5375,35153.91,0.47,0.02,0.33,,4.86,0.61,13396.48,7053.55,31.11,4580,6590,75,75,22422376,0.95,3219.564485
treatment company 12,22.940001,11882,8535,7/1/2013,operator 9,2557,789.28607,3.96,7,3371,34743.09,0.93,0.05,0.29,,4.33,0.52,11761.63,7077.25,31.81,6546,10450,90,14,,1.16,521.6580471
treatment company 12,-37.48,15331,8480,11/1/2018,operator 25,6217,2988.125,0.72,4,3316,30614.49,1.45,0.04,0.24,,4.05,0.49,12153.88,6817.98,27.86,4308,,93,33,14583096,1.6,4398.533766
treatment company 7,-45.439999,12150,8749,1/1/2012,operator 11,2583,1428.6732,26.54,15,7039,34818.7,0.91,0.05,0.28,0.39,4.18,0.66,11798.64,7089.02,31.78,6391,7532,70,10,1133390,0.53,898.7832305
treatment company 7,-24.870001,16648,7983,5/1/2015,operator 6,8597,1754.2349,4.53,10,5809,34384.74,0.07,0.03,0.23,,2.28,0.66,11548.6,6800.28,28.31,6029,,93,38,15931285,1.58,2579.404299
treatment company 2,-68.050003,12929,7780,11/1/2015,operator 4,4899,2006.8562,24.74,4,0,34695.81,0.07,,0.34,,4.56,0.71,13205.77,6870.37,30.69,5633,,99,22,6032172,0.9,1889.567799
treatment company 10,-13.39,13270,7303,8/1/2017,operator 17,5261,1353.3779,9.58,15,6768,33488.06,-0.02,0.02,0.24,,2.24,0.64,11268.36,6796.41,28.35,,8676,77,19,9492210,1.23,3794.524187
treatment company 9,-6.5799999,10315,6241,1/1/2012,operator 17,3824,2305.8596,2.01,27,0,35134.35,0.68,0.07,0.25,,5.1,0.4,13978.78,6778.75,26.68,4020,7502,82,18,5633325,1.47,1269.484955
treatment company 5,-32.509998,19323,7165,1/1/2017,operator 5,11558,3924.355,5.26,16,4431,34553.62,1.11,0.05,0.34,,3.92,1.68,12545.16,6535.6,29.84,5199,5573,75,54,23438000,0.96,4594.823907
treatment company 9,-23.77,12831,6721,8/1/2018,operator 6,5830,,11.51,17,10158,32889.48,1.06,0.07,0.2,,4.86,0.71,10874.41,6806.77,27.21,5205,,90,40,36086148,3.84,7503.557935
treatment company 4,-2.3699999,12815,6349,10/1/2017,operator 4,6216,928.36829,3.3,16,6918,34323.84,0.48,0.02,0.34,,4.65,0.58,13166.54,7031.03,31.14,3797,,97,27,11775010,1.36,1489.510392
treatment company 1,-48.060001,10902,6295,9/1/2018,operator 17,4023,1019.9998,27.64,10,5237,35358.3,0.78,0.06,0.26,0.76,5.15,0.44,13252.18,6774.98,27.12,4264,,80,20,7151880,0.97,1021.263995
treatment company 7,-11.24,13550,9141,11/1/2012,operator 11,4240,4037.7122,7.75,9,0,34541.63,0.42,0.03,0.26,,4.6,0.75,11838.05,7095.3,31.4,6392,7432,75,15,1704207,0.63,1607.246441
treatment company 3,-25.790001,14790,6909,3/1/2018,operator 5,7631,2060.2957,11.19,15,6911,34753.75,1.23,,0.34,,3.9,1.83,12428.56,6511.71,29.81,4484,,73,38,15611215,1.08,2720.263403
treatment company 10,-26.43,11049,4859,1/1/2013,operator 6,5930,2682.4631,17.29,9,0,34930.9,1.08,0.09,0.23,,5.71,0.81,10690.01,6787.51,25.64,3454,9396,61,12,,1.05,878.9255194
treatment company 4,-62.84,12492,7182,7/1/2017,operator 1,4954,2599.4387,167.02,1,0,30786.91,0.59,0.02,0.34,,4.56,0.31,13507.64,6877.28,30.66,4477,8562,95,19,9483656,1.54,1351.556335
treatment company 9,-50.580002,13152,6965,10/1/2015,operator 1,5716,1893.8405,34.31,2,2228,28965.23,0.29,0.02,0.33,,4.69,0.61,13230.16,6973.8,30.98,5015,,97,10,10551173,1.61,1706.94947
treatment company 8,-26.379999,12539,5731,7/1/2013,operator 6,6813,,3.48,4,0,34724.5,1.07,0.1,0.24,0.47,5.92,0.81,10631.34,6778.1,25.84,3693,,86,9,6416586,1.7,608.3116604
treatment company 10,-40.630001,11055,7551,1/1/2014,operator 11,3026,1309.0883,9.25,8,5136,35429.96,0.42,0.03,0.33,0.85,4.61,0.58,13036.08,7064.02,31.29,5141,7173,70,14,5643512,1.12,1257.277277
treatment company 2,-39.5,10367,6444,9/1/2011,operator 2,3849,1998.2028,137.13,1,0,34633.59,0.54,0.01,0.33,0.83,4.83,0.42,13453.26,6933.44,30.81,3476,,87,11,4414515,1.47,396.2017382
treatment company 4,-25.07,15381,6339,10/1/2017,operator 8,8627,1031.4462,38.98,20,12224,34648.57,1.22,0.05,0.34,,3.79,1.8,12463.45,6543.82,29.89,3970,,86,39,,1.27,2067.889955
treatment company 4,2.51,13650,8152,1/1/2013,operator 1,4997,,0.92,14,0,30564.8,0.3,0.02,0.34,,4.69,0.6,13237.71,6976.92,30.99,4446,,79,13,,0.86,1251.382264
treatment company 11,-13.58,13844,7209,6/1/2015,operator 14,5973,,435.44,1,0,29531.35,0.88,0.01,0.28,0.71,4.3,0.5,11407.18,6770.36,28.96,5698,,81,32,12171898,1.04,4901.652748
treatment company 10,-28.26,11622,7050,3/1/2013,operator 6,4533,2711.9712,8.7,6,6363,34521.71,0.71,,0.21,,4.82,0.64,11355.68,6800.59,27.19,4281,9435,61,11,,1.13,2738.715785
treatment company 11,-50.740002,14713,6898,7/1/2013,operator 14,7354,3853.0129,0.24,27,5256,34564.35,1.15,0.04,0.3,0.68,4.8,0.44,12237.48,6762.66,28.65,,6205,81,38,14004967,1.05,4841.057073
treatment company 4,-57.380001,20553,7533,12/1/2018,operator 14,12753,763.72998,4.35,19,9907,35260.61,0.54,0.01,0.34,0.86,4.83,0.42,13453.26,6933.44,30.81,5169,,108,69,32998560,1.1,7012.153842
treatment company 9,-46.040001,12880,7288,10/1/2015,operator 1,5342,4200.8506,0.33,10,5271,33403.14,0.44,0.03,0.34,,3.6,0.48,13157.77,6702.37,30.2,4859,,100,19,,1.59,691.7736169
treatment company 7,-16.469999,11638,8835,8/1/2012,operator 11,2631,2617.9634,22.81,15,5476,35587.31,0.57,,0.33,0.87,4.63,0.35,13484.98,6906.2,30.74,6068,,75,9,1017312,0.64,1029.404282
treatment company 4,-37.41,15520,7011,3/1/2019,operator 8,7975,,1.74,6,2821,35455.5,0.05,0.02,0.33,,4.66,0.67,13160.78,6912.23,30.8,3810,,97,40,19524360,1.49,3835.912835
treatment company 1,-31.799999,10815,6368,1/1/2014,operator 2,3945,1741.5446,7.36,15,6126,33488.01,1.93,0.21,0.23,,5.7,0.86,11543.87,6926.99,28.3,3515,,98,19,6401115,1.94,1062.030911
treatment company 9,-4.3200002,12276,6540,2/1/2019,operator 6,5089,,6.86,10,3837,30098.55,0.49,0.02,0.33,,4.66,0.58,13167.66,7032.46,31.14,4838,,91,21,9721424,1.96,1248.013341
treatment company 8,-27,11345,6311,3/1/2012,operator 6,4574,1590.9481,0.04,12,0,30864.28,0.28,0.02,0.24,0.87,5.1,0.37,12622.05,6785.37,27.16,4530,,75,9,4822000,1.04,1350.375244
treatment company 8,-10.2,11898,5946,4/1/2012,operator 6,5401,1049.3674,41.61,10,0,35192.75,0.28,0.02,0.23,0.87,5.09,0.36,12677.79,6785.89,27.12,4354,9338,68,10,5831118,1.29,1040.288455
treatment company 11,-32.950001,14476,6592,5/1/2016,operator 14,6945,,33.29,9,4089,35258.45,0.97,0.06,0.27,0.73,5.12,0.44,12583.5,6769.61,27.7,4635,,81,32,12173624,1.04,3406.05789
treatment company 4,-26.809999,17326,6732,8/1/2018,operator 8,8854,4118.7832,10.74,8,4910,34634.13,0.26,0.02,0.33,,4.58,0.57,13273.95,6900.74,30.76,4708,,95,24,13550592,1.4,2824.938228
treatment company 2,-21.379999,14523,7456,6/1/2016,operator 6,6688,1572.2633,8.62,8,5958,30671.31,0.1,,0.25,0.97,3.17,0.62,11097.43,6786.79,28.39,5809,,98,28,10583332,1.37,3929.554245
treatment company 1,-49.509998,13096,7959,7/1/2011,operator 20,4816,4043.9648,139.68,7,1201,28985.91,0.95,0.06,0.3,,6.38,0.36,12261.06,7029.01,31.68,5939,,88,12,,1.56,767.6244361
treatment company 7,-37.52,15167,8305,7/1/2016,operator 6,6677,,30.9,7,0,30790.26,0.33,,0.23,,2.35,0.63,12003.01,6805.71,28.29,,,99,27,10591641,1.51,4565.030897
treatment company 4,-34.59,12041,6653,7/1/2015,operator 1,4885,1232.4419,7.51,23,10111,34617.18,0.56,0.01,0.34,,4.79,0.42,13451.81,6932.67,30.82,4901,,100,9,,1.75,2048.645085
treatment company 4,-38.400002,13926,7952,1/1/2017,operator 4,5732,3088.6191,18.31,10,0,35326.04,0.64,0.01,0.34,0.87,4.56,0.25,13518.25,6871.4,30.64,5190,,100,29,8779054,0.89,1982.478005
treatment company 5,-28.540001,11690,6410,7/1/2013,operator 1,4647,1252.2572,5.49,8,0,34653.17,0.59,0.02,0.2,,4.3,0.55,13056.9,6797.75,26.1,4955,6443,99,14,4888346,1.04,1263.142772
treatment company 1,-48.810001,12812,7132,12/1/2018,operator 1,5229,461.36728,4.69,12,4271,28366.69,0.47,0.02,0.33,,4.66,0.58,13179.29,7036.49,31.15,4387,,93,37,10195140,1.48,1419.33081
treatment company 10,-25.780001,10385,6681,1/1/2014,operator 11,3487,5158.7246,9.59,5,3566,33210.78,0.55,0.02,0.33,,4.98,0.49,13390.83,6986.34,30.94,,,70,16,6420934,1.1,823.1486849
treatment company 8,-23.75,12365,7875,8/1/2015,operator 26,4004,1903.3785,12.81,10,0,34823.06,0.07,0.03,0.34,,4.53,0.7,13223.62,6858.95,30.65,5622,,94,31,6946000,0.9,1628.345576
treatment company 4,-37.669998,16228,6018,6/1/2016,operator 7,9570,,5.58,6,2081,34980.05,0.62,0.01,0.33,,4.76,0.46,13487.45,6941.16,30.86,4128,,98,50,13300125,1.13,1167.918685
treatment company 4,-33.360001,21128,7930,8/1/2018,operator 4,12491,766.74176,65.86,5,0,34576.94,0.33,0.05,0.34,0.86,4.33,0.72,13204.52,6800.08,30.46,5458,,87,68,28482370,1.35,3698.90022
treatment company 5,-31.389999,11649,6580,7/1/2014,operator 1,4734,954.07941,8.96,16,5023,33751.64,0.48,0.02,0.34,0.87,4.65,0.58,13166.54,7031.03,31.14,,,101,17,7657478,1.35,1918.777118
treatment company 9,,16210,8431,10/1/2018,operator 6,7517,852.15674,19.91,6,0,34812.56,1.23,0.08,0.21,0.79,2.99,0.45,11784.18,6818.06,27.96,5444,,87,31,12236439,1.74,3846.952039
treatment company 7,4.8200002,15396,8499,7/1/2014,operator 11,5777,1205.167,7.45,2,0,30771.65,0.8,0.05,0.28,,4.03,0.57,11758.19,7085.12,31.64,5712,,70,29,3445302,1.06,2040.916395
treatment company 10,-36.439999,17532,7363,11/1/2017,operator 11,9919,5014.6294,26.25,6,4183,30811.75,0.55,0.03,0.33,,4.58,0.49,13013.28,7105.3,31.39,5407,,70,49,9817395,0.89,1467.166083
treatment company 11,-48,10861,6914,10/1/2015,operator 14,3345,4557.7065,25.3,15,8898,34881.38,1.08,0.03,0.29,0.69,4.76,0.45,11869.62,6765.88,28.63,5066,,80,18,6839833,0.53,2728.809246
treatment company 8,-25.93,12222,6297,4/1/2012,operator 6,5405,3155.2014,3.44,8,0,34719.56,0.22,0.01,0.23,0.89,5.09,0.36,12360.52,6786.33,27.26,4250,,68,10,,1.27,1376.24984
treatment company 10,-52.009998,10989,6210,2/1/2015,operator 11,4410,836.36597,25.96,6,0,34589.6,0.53,0.01,0.34,0.86,4.78,0.41,13451.61,6934,30.82,4582,,70,22,8770913,1.08,598.5146693
treatment company 1,-41.66,13180,7899,2/1/2016,operator 8,4932,741.078,14.84,14,7964,33103.76,0.41,,0.34,0.86,4.45,0.36,13449.7,6853.25,30.6,4683,,83,25,9296134,0.95,2809.062292
treatment company 12,-87.110001,10215,5826,6/1/2015,operator 19,3983,2547.3391,6.17,7,0,34590.42,0.05,0.02,0.27,,4.61,0.73,13166.16,6893.5,30.77,4098,,80,18,5561530,0.88,390.4837358
treatment company 16,-35.080002,14898,6821,8/1/2015,operator 13,7609,910.31793,19.74,6,0,30510.19,0.7,0.02,0.34,0.87,5.41,0.23,13693.29,6901.19,30.69,4984,,89,50,15142549,0.87,1547.173477
treatment company 9,-23.35,16372,7245,4/1/2014,operator 5,9046,,193.1,13,8566,33636.08,0.54,0.01,0.33,0.86,4.77,0.42,13442.71,6930.59,30.81,4613,,79,40,9897144,0.86,2454.156051
treatment company 1,-20.98,18156,6862,2/1/2019,operator 5,10850,1759.0596,1.42,8,4938,34321.66,0.63,0.01,0.3,,4.84,0.38,13489.08,6925.66,30.79,3665,,74,53,21106490,1.09,3681.168564
treatment company 1,-37.150002,13564,7783,7/1/2013,operator 25,5756,,11.29,15,0,35293.43,0.24,0.03,0.26,0.96,2.53,0.61,11112.88,6783.64,28.69,,8411,89,20,4210323,0.76,2050.744049
treatment company 11,-57.560001,12820,7917,1/1/2011,operator 27,4339,1125.4572,626.29,1,5176,34082.91,0.17,0.03,0.34,0.93,4.85,0.88,12817.4,6835.87,30.73,5448,,56,12,,0.94,822.5785784
treatment company 1,-14.33,12525,6374,8/1/2017,operator 2,5733,1487.96,50.48,3,0,34579.27,1.42,0.12,0.21,0.51,6.7,0.45,11940.59,6963.67,27.92,4656,,98,16,9447264,1.55,1672.499501
treatment company 5,-37.98,10457,6833,1/1/2012,operator 3,3613,736.9234,18.56,5,4851,30958.91,0.49,0.02,0.33,0.82,4.66,0.59,13170.5,7029.04,31.13,,,98,12,6009527,1.36,798.9229765
treatment company 12,-41.330002,14454,7415,4/1/2018,operator 25,6013,1115.193,33.58,5,4704,33329.61,1.48,0.03,0.24,0.95,4.07,0.43,12235.07,6841.68,28.23,4910,,95,26,11494054,1.33,1691.402786
treatment company 5,-45.560001,14914,7500,7/1/2013,operator 18,7221,720.18121,20.22,2,2151,34758.5,0.43,0.02,0.33,0.81,4.66,0.59,13186.97,7035.65,31.15,5669,,78,48,9754654,0.83,2146.131947
treatment company 8,-31.129999,13669,7768,7/1/2014,operator 6,5779,1125.8192,292.34,1,0,30477.34,0.72,0.06,0.21,0.8,3.7,0.44,11383.56,6805.75,27.79,5475,9340,95,30,9491378,1.33,3129.76342
treatment company 10,-39.09,10157,6738,11/1/2017,operator 4,3013,1682.9004,8.2,21,8873,34521.96,0.63,0.02,0.34,,4.06,0.56,12682.44,6707.01,30.23,4569,,99,15,,1.42,663.0915569
treatment company 11,-65.32,11795,7352,7/1/2014,operator 14,4109,2625.8203,1.85,10,4203,33505.51,0.47,0.03,0.26,,4.25,0.57,11124.65,6779.51,28.56,5692,,80,22,8365113,1.06,6066.321496
treatment company 1,-28.889999,18265,6444,11/1/2017,operator 5,11528,2638.929,29.01,4,0,35137.85,0.45,0.02,0.34,0.83,4.72,0.58,13284.4,7002.64,31.05,3600,,73,58,24133210,1.17,3068.50621
treatment company 10,-62.52,10380,6520,7/1/2011,operator 11,3713,2027.0093,979.46,1,4515,34634.34,0.28,0.01,0.33,,4.68,0.6,13281.18,6956.75,30.93,3843,,70,11,3502080,0.94,669.3324134
treatment company 10,-83.260002,11260,7569,7/1/2011,operator 11,2826,897.92535,0.15,15,4521,35185.86,0.4,0.02,0.33,,4.62,0.59,13070.95,7051.73,31.25,4794,,65,10,2861395,1,1028.725067
treatment company 4,-19.959999,18147,7715,2/1/2018,operator 4,9194,1870.5625,13.01,31,11024,32808.47,0.78,0.04,0.32,,5.08,0.64,12522.92,7296.12,32.28,5627,,98,35,15674112,1.32,2750.054206
treatment company 2,-23.700001,13190,7980,7/1/2011,operator 2,4747,1425.3778,3.25,12,7430,34634.27,1.92,0.18,0.2,0.36,4.76,0.76,11642.81,7158.93,29.74,6497,,67,14,5457020,1.03,831.4654548
treatment company 8,-48.990002,13679,6479,1/1/2016,operator 26,6667,823.31763,4.48,10,3706,32817.79,0.15,0.02,0.34,0.8,4.5,0.56,13352.23,6857.02,30.62,4941,,97,35,12761210,0.88,628.7855483
treatment company 8,-36.41,14176,7805,1/1/2014,operator 6,6019,1907.6436,1.76,17,9070,34286.87,0.87,,0.22,0.84,3.17,0.46,11674.53,6809.15,,5808,9121,99,24,9292972,1.36,2053.935767
treatment company 2,-28,15924,8265,1/1/2013,operator 20,7044,501.93027,1106.13,1,0,35169.83,0.43,0.02,0.34,,4.68,0.58,13182.01,7011.47,31.09,5218,,83,11,4104980,1.18,1311.819086
treatment company 10,-15.98,13750,7301,8/1/2017,operator 6,6006,1438.4102,6.3,7,3870,34333.88,0.54,0.02,0.33,,4.44,0.25,13493.47,6853.18,30.59,5235,,90,20,7062412,1.21,4395.234931
treatment company 23,-18.08,17333,6551,3/1/2018,operator 4,10279,764.44165,2.54,17,0,34981.49,0.48,0.02,0.33,,4.65,0.58,13166.54,7031.03,31.14,3796,,94,51,,1.34,2263.065149
treatment company 4,-34.43,19772,7598,10/1/2018,operator 4,11568,569.40991,6.73,8,0,30937.6,0.68,0.04,0.32,0.79,4.81,0.67,12587.95,7250.19,32.2,5751,,88,58,21720556,1.14,4094.018209
treatment company 5,-28.540001,11920,5475,8/1/2018,operator 22,5929,,6.44,7,0,34744.92,0.59,0.02,0.34,0.87,4.56,0.31,13507.64,6877.28,30.66,4339,,100,32,13430880,0.95,1000.295063
treatment company 9,-37.48,15342,6555,1/1/2014,operator 14,7235,3987.1667,81.17,3,609,35135.24,1.04,0.05,0.28,0.71,5.04,0.44,12187.11,6767.81,28.09,,6061,82,39,14672616,1.08,7114.217446
